"source_file","variable","variable_label","storage_class"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53b2","sex of 2st person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53b3","age of 2st person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53b4","education level of 2nd person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53b5","# of cigarettes 2nd person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53c1","relationship between you and 3rd person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53c11","other relationship between you and 3rd person living with you currently","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53c2","sex of 3rd person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53c3","age of 3rd person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53c4","education level of 3rd person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53c5","# of cigarettes 3rd person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53d1","relationship between you and 4th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53d11","other relationship between you and 4th person living with you currently","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53d2","sex of 4th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53d3","age of 4th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53d4","education level of 4th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53d5","# of cigarettes 4th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53e1","relationship between you and 5th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53e11","other relationship between you and 5th person living with you currently","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53e2","sex of 5th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53e3","age of 5th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53e4","education level of 5th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53e5","# of cigarettes 5th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53f1","relationship between you and 6th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53f11","other relationship between you and 6th person living with you currently","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53f2","sex of 6th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53f3","age of 6th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53f4","education level of 6th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53f5","# of cigarettes 6th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53g1","relationship between you and 7th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53g11","other relationship between you and 7th person living with you currently","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53g2","sex of 7th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53g3","age of 7th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53g4","education level of 7th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53g5","# of cigarettes 7th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53h1","relationship between you and 8th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53h11","other relationship between you and 8th person living with you currently","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53h2","sex of 8th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53h3","age of 8th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53h4","education level of 8th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53h5","# of cigarettes 8th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53i1","relationship between you and 9th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53i11","other relationship between you and 9th person living with you currently","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53i2","sex of 9th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53i3","age of 9th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53i4","education level of 9th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53i5","# of cigarettes 9th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53j1","relationship between you and 10th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53j11","other relationship between you and 10th person living with you currently","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53j2","sex of 10th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53j3","age of 10th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53j4","education level of 10th person living with you currently","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a53j5","# of cigarettes 10th person usuallysmoke per day inside home","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a535","during past 1 year, was your home damaged from broken pipes or heavy rain?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a551","insecticide","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a553","anti-caries agent","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a541","the average monthly cost for the elder living in an institution","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a542","who mainly paid for the cost?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a542a","other people mainly paid for the cost","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a54a","year of being admitted to the institution or living alone","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a54b","month of being admitted to the institution or living alone","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a59a","year of being admitted to the living alone","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","a59b","month of being admitted to the living alone","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","b121","do you feel any change of your health since last year","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","b21","look on the bright side of things","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","b22","do you like to keep things clean and tidy?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","b28","in the past year, have you at least two weeks of hobbies, work, or other activit","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","b310b","how many hours do you usually sleep each day?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","b48","respondents answer all the questions in the above anxiety section?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","c11","what time of day is it right now?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","c12","what is the animal year of this year?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","c13","what is the date of the mid-autumn festival?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","c32","draw the figure following the example","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","c54","was the interviewee able to answer sections b and c?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","c63","who is the current president of china?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d2","amount of staple food per day (liang)","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4meat1","how often ate meat at around age 60?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4fish1","how often ate fish at around age 60?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4egg1","how often ate eggs at around age 60?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4bean1","how often ate food made from beans at around age 60?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","deveg1","how often ate salt-preserved vegetables at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4suga1","how often ate sugar at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4garl1","how often ate garlic at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4milk2","how often ate milk products at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4nut2","how often ate nut products at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4alga2","how often ate mushroom or algae at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4vit2","how often ate vitamins (a/c/e) at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4drug2","how often ate medicinal plants at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d4tea1","how often drank tea at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d6b","main source of water drank at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d73","age when began smoking","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d74","age when quit smoking if not smoking at present","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d75","number of times smoke (or smoked) per day","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d83","age when began drinking","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d84","age when quit drinking if not drinking at present","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d86","how much drinks do you drink on average every day?","character"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d87","when stop drinking, do you feel anxious for most of the day for at least 2 days?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d93","age when started to exercise","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d94","age when quit exercise if not exercising at present","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d102","age when began doing physical labor","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d103","age when stopped doing physical labor","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","d12","# of times traveling beyond home county/city in the past two years","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e0","for the last 6 months, were you limited in activities because of health problem?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e1b","how many days does this help last if bathing requires help from others?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e2b","how many days does this help last if bathing requires help from others?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e3b","how many days does this help last if you need help from others in the toilet?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e4b","how many days does this help last for indoor activities that require help from","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e5b","how many days does it last if incontinence or inability to control this state?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e6b","how many days does this help last for a meal if someone needs help?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e62","the willingness of the primary caregiver when providing such care","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e63","the total direct cost paid for caregiving last week","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e67","how many hours did the (grand)children help the elder last week?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","e7","able to go outside to visit neighbors?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f1","years of schooling","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f2","main occupation before age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f22","if you have left/retired, which year did you leave/retire?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f221","what is your monthly pension if you have left/retired?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f23","are you still engaged in paid jobs after retirement?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f24","do you have public old age insurance?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f25a1","what is the annual payment by individual if taking part in old age insurance?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f25a2","what is the annual subsidy by government if taking part in old age insurance?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f25b1","which year did you take part in public old age insurance?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f25b2","which month did you take part in public old age insurance?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f26","what is your monthly pension from old age insurance at present?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f27","what's the reason that you did not take part in old age insurance?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f34","how do you rate your economic status compared with other local people?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f35","total income of your household last year","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f41","current marital status","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f41b1","if yes, which year to be cohabited?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f41b2","if yes, which month to be cohabited?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f43a4","quality of the 1st marriage","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f43b4","quality of the 2nd marriage","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f43c4","quality of the 3rd marriage","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f43d4","quality of the latest marriage","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f44","years of schooling of the latest spouse","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f45","main occupation of the latest spouse before age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f46","does your spouse have a paid job at present?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f47","current health status of your spouse","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f62","got adequate medical treatment at around age 60","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f64b","do you have public old-age insurance at present","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f64c","do you have private or commercial old-age insurance at present","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f64e","do you have urban employee/resident medical insurance at present","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f651a1","how much money did you spend on outpatient costs last year?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f651b1","how much money did your family pay for outpatient costs last year?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f651a2","how much money did you spend on inpatient costs last year?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f651b2","how much money did your family pay for inpatient costs last year?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f652b","do you have regular phycial examination once every year?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f721","mother's age if alive","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f722","mother's age at death","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f73","respondent's age at mother's death","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f74","how many years did your mother attend school?","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f821","father's age if alive","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f822","father's age at death","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f83","respondent's age at father's death","haven_labelled"
"CLHLS/CLHLS_2018_cross_sectional_dataset_15874/clhls_2018_cross_sectional_dataset_15874.sav","f84","father's main occupation before age 60","haven_labelled"
